time,street_id,city,temp,humidity,wind_speed
2026-05-01 12:00:00,Thazhankuppam_St_01,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_02,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_03,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_04,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_05,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_06,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_07,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_08,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_09,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_10,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_11,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_12,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_13,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_14,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_15,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_16,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_17,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_18,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_19,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_20,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_21,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_22,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_23,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_24,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_25,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_26,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_27,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_28,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_29,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_30,Chennai,37.28,54,9.48
2026-05-01 12:00:00,Thazhankuppam_St_01,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_02,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_03,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_04,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_05,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_06,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_07,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_08,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_09,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_10,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_11,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_12,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_13,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_14,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_15,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_16,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_17,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_18,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_19,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_20,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_21,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_22,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_23,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_24,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_25,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_26,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_27,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_28,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_29,Chennai,36.73,57,9.48
2026-05-01 12:00:00,Thazhankuppam_St_30,Chennai,36.73,57,9.48
2026-05-01 13:00:00,Thazhankuppam_St_01,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_02,Chennai,32.0,70,3.0
2026-05-01 13:00:00,Thazhankuppam_St_03,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_04,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_05,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_06,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_07,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_08,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_09,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_10,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_11,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_12,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_13,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_14,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_15,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_16,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_17,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_18,Chennai,36.17,57,10.76
2026-05-01 13:00:00,Thazhankuppam_St_19,Chennai,36.17,57,10.76
