time,street_id,city,current_speed,free_flow_speed,confidence
2026-05-01 12:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 12:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 12:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 12:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 12:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 12:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 12:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 13:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 13:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 13:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 13:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 14:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 14:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 14:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 14:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 15:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 15:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 15:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 15:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 16:00:00,Thazhankuppam_St_01,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_02,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_03,Chennai,37,37,1
2026-05-01 16:00:00,Thazhankuppam_St_04,Chennai,37,37,1
2026-05-01 16:00:00,Thazhankuppam_St_05,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_06,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_07,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_08,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_09,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_10,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_11,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_12,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_13,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_14,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_15,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_16,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_17,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_18,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_19,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_20,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_21,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_22,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_23,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_24,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_25,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_26,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_27,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_28,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_29,Chennai,30,30,1
2026-05-01 16:00:00,Thazhankuppam_St_30,Chennai,37,37,1
2026-05-01 16:00:00,Thazhankuppam_St_01,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_02,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_03,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_04,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_05,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_06,Chennai,30,50,0.8
2026-05-01 16:00:00,Thazhankuppam_St_07,Chennai,30,50,0.8
