time,street_id,city,sensor_aqi,temp,humidity,wind_speed,current_speed,free_flow_speed,confidence,pm25,no2,so2,co,emission_intensity,lat,lon
2026-05-05 08:00:00,Thazhankuppam_St_01,Chennai,72.97013333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 09:00:00,Thazhankuppam_St_01,Chennai,84.10761666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 10:00:00,Thazhankuppam_St_01,Chennai,86.06965,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 11:00:00,Thazhankuppam_St_01,Chennai,86.31956666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 12:00:00,Thazhankuppam_St_01,Chennai,89.68315,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 13:00:00,Thazhankuppam_St_01,Chennai,93.88715,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 14:00:00,Thazhankuppam_St_01,Chennai,83.57718333333332,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 15:00:00,Thazhankuppam_St_01,Chennai,84.24981666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 16:00:00,Thazhankuppam_St_01,Chennai,89.82191666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 17:00:00,Thazhankuppam_St_01,Chennai,73.82698333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 18:00:00,Thazhankuppam_St_01,Chennai,80.04688333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 19:00:00,Thazhankuppam_St_01,Chennai,71.85501666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 20:00:00,Thazhankuppam_St_01,Chennai,60.76076666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 21:00:00,Thazhankuppam_St_01,Chennai,53.64653333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 22:00:00,Thazhankuppam_St_01,Chennai,58.254866666666665,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-05 23:00:00,Thazhankuppam_St_01,Chennai,60.646683333333335,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 00:00:00,Thazhankuppam_St_01,Chennai,48.7741,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 01:00:00,Thazhankuppam_St_01,Chennai,52.413349999999994,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 02:00:00,Thazhankuppam_St_01,Chennai,67.77165,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 03:00:00,Thazhankuppam_St_01,Chennai,62.4304,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 04:00:00,Thazhankuppam_St_01,Chennai,70.2136,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 05:00:00,Thazhankuppam_St_01,Chennai,62.75286666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 06:00:00,Thazhankuppam_St_01,Chennai,71.12205,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 07:00:00,Thazhankuppam_St_01,Chennai,80.74713333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 08:00:00,Thazhankuppam_St_01,Chennai,84.44266666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 09:00:00,Thazhankuppam_St_01,Chennai,77.1121,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 10:00:00,Thazhankuppam_St_01,Chennai,83.00531666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 11:00:00,Thazhankuppam_St_01,Chennai,90.58936666666668,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 12:00:00,Thazhankuppam_St_01,Chennai,93.97533333333332,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 13:00:00,Thazhankuppam_St_01,Chennai,81.11178333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 14:00:00,Thazhankuppam_St_01,Chennai,90.94885,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 15:00:00,Thazhankuppam_St_01,Chennai,83.90865000000001,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 16:00:00,Thazhankuppam_St_01,Chennai,79.29605,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 17:00:00,Thazhankuppam_St_01,Chennai,84.81264999999999,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 18:00:00,Thazhankuppam_St_01,Chennai,72.24705,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 19:00:00,Thazhankuppam_St_01,Chennai,69.35493333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 20:00:00,Thazhankuppam_St_01,Chennai,62.67313333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 21:00:00,Thazhankuppam_St_01,Chennai,62.01378333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 22:00:00,Thazhankuppam_St_01,Chennai,53.85045,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-06 23:00:00,Thazhankuppam_St_01,Chennai,53.188116666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 00:00:00,Thazhankuppam_St_01,Chennai,58.453300000000006,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 01:00:00,Thazhankuppam_St_01,Chennai,60.753499999999995,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 02:00:00,Thazhankuppam_St_01,Chennai,61.127050000000004,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 03:00:00,Thazhankuppam_St_01,Chennai,54.229933333333335,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 04:00:00,Thazhankuppam_St_01,Chennai,54.23663333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 05:00:00,Thazhankuppam_St_01,Chennai,70.4633,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 06:00:00,Thazhankuppam_St_01,Chennai,74.59036666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 07:00:00,Thazhankuppam_St_01,Chennai,71.679,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 08:00:00,Thazhankuppam_St_01,Chennai,75.16935,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 09:00:00,Thazhankuppam_St_01,Chennai,87.71473333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 10:00:00,Thazhankuppam_St_01,Chennai,87.58345,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 11:00:00,Thazhankuppam_St_01,Chennai,94.85225,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 12:00:00,Thazhankuppam_St_01,Chennai,93.15061666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 13:00:00,Thazhankuppam_St_01,Chennai,79.86401666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 14:00:00,Thazhankuppam_St_01,Chennai,94.67918333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 15:00:00,Thazhankuppam_St_01,Chennai,88.5034,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 16:00:00,Thazhankuppam_St_01,Chennai,81.9164,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 17:00:00,Thazhankuppam_St_01,Chennai,74.70808333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 18:00:00,Thazhankuppam_St_01,Chennai,80.48366666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 19:00:00,Thazhankuppam_St_01,Chennai,69.46481666666666,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 20:00:00,Thazhankuppam_St_01,Chennai,56.51748333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 21:00:00,Thazhankuppam_St_01,Chennai,66.61868333333334,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 22:00:00,Thazhankuppam_St_01,Chennai,54.42698333333333,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-07 23:00:00,Thazhankuppam_St_01,Chennai,56.219566666666665,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-08 00:00:00,Thazhankuppam_St_01,Chennai,51.148916666666665,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-08 01:00:00,Thazhankuppam_St_01,Chennai,52.25351666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-08 02:00:00,Thazhankuppam_St_01,Chennai,51.340066666666665,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
2026-05-08 03:00:00,Thazhankuppam_St_01,Chennai,58.77376666666667,35.62,62.0,5.99,31.0,31.0,1.0,60.70180213227078,37.93862633266924,22.76317579960154,12.140360426454155,151.754,13.229825,80.32917
