time,industry_id,latitude,longitude,pm25,no2,so2,co,emission_intensity
2026-04-30 13:00:00,Ennore_Thermal_PS,13.206536,80.310603,44.21615142655187,29.006471600406094,19.3882573693332,13.310725914996347,138.37399443401284
2026-04-30 14:00:00,Ennore_Thermal_PS,13.206536,80.310603,47.49530709012502,42.34770294464497,25.123188501939776,7.243757481095595,141.47938866265443
2026-04-30 15:00:00,Ennore_Thermal_PS,13.206536,80.310603,60.168802150129025,36.78287287767507,26.959867431785472,12.424151315184588,202.89306836635782
2026-04-30 16:00:00,Ennore_Thermal_PS,13.206536,80.310603,45.86042821475272,43.00128871549299,18.33306133750747,14.143638392360874,143.51205291277626
2026-04-30 17:00:00,Ennore_Thermal_PS,13.206536,80.310603,53.58601359518364,33.52047595123056,14.584502582913007,11.957788784382517,136.5738488644992
2026-04-30 18:00:00,Ennore_Thermal_PS,13.206536,80.310603,67.42322243706175,39.83018905293998,25.184662742761297,10.993393765889632,147.5741846246774
2026-04-30 19:00:00,Ennore_Thermal_PS,13.206536,80.310603,32.68179226525498,19.934851391041406,12.451933026189902,8.274045415314841,84.14820034859156
2026-04-30 20:00:00,Ennore_Thermal_PS,13.206536,80.310603,33.608346225052706,17.127745498991985,12.207773798179401,6.480386527478189,78.1473372559796
2026-04-30 21:00:00,Ennore_Thermal_PS,13.206536,80.310603,38.89398512074178,23.479039514043503,8.475006757868954,7.368494615141355,81.52817320530728
2026-04-30 22:00:00,Ennore_Thermal_PS,13.206536,80.310603,20.936470002480473,19.47836343718868,10.686296199164575,5.708804412144318,69.65614200292578
2026-04-30 23:00:00,Ennore_Thermal_PS,13.206536,80.310603,27.151087908253213,23.050810487851333,9.022521884193644,8.505486083334523,87.76602797332612
2026-05-01 00:00:00,Ennore_Thermal_PS,13.206536,80.310603,30.804101440386674,22.68938617421382,16.78782856514971,5.284672494897117,91.07392874438176
2026-05-01 01:00:00,Ennore_Thermal_PS,13.206536,80.310603,31.542962469856,16.377728728973878,11.870834664046189,6.0237759799648485,66.27581860800787
2026-05-01 02:00:00,Ennore_Thermal_PS,13.206536,80.310603,42.47972124068798,17.371026953891647,15.500503754378165,5.722835055026348,129.23453026390888
2026-05-01 03:00:00,Ennore_Thermal_PS,13.206536,80.310603,38.210181595137804,20.3018900050506,15.276634038618967,8.160299067670335,86.66160129126507
2026-05-01 04:00:00,Ennore_Thermal_PS,13.206536,80.310603,30.028422166554346,17.346030184810427,11.008221719686885,8.000176415329902,80.2445266490095
2026-05-01 05:00:00,Ennore_Thermal_PS,13.206536,80.310603,27.586625504456862,19.137693966894606,12.03498601241724,3.8594984633547385,64.3427980688941
2026-05-01 06:00:00,Ennore_Thermal_PS,13.206536,80.310603,25.85417177970227,17.370019098830603,7.0739590827099335,3.1162645658147397,62.05646918789351
2026-05-01 07:00:00,Ennore_Thermal_PS,13.206536,80.310603,39.43044035091466,22.774892682332915,15.463456441620991,6.814139879929819,81.95940088942893
2026-05-01 08:00:00,Ennore_Thermal_PS,13.206536,80.310603,52.31716749032061,41.80918270523804,25.488201765790947,13.762802899495894,149.1093528687202
2026-05-01 09:00:00,Ennore_Thermal_PS,13.206536,80.310603,69.232159215745,31.80856677275962,27.979868678720962,7.725640397888075,153.21262675808967
2026-05-01 10:00:00,Ennore_Thermal_PS,13.206536,80.310603,36.88576253198936,32.85702155751295,18.89953025338012,9.968903282527517,121.94428356210035
2026-05-01 11:00:00,Ennore_Thermal_PS,13.206536,80.310603,60.44167663027757,35.38110458244234,19.378922423608557,12.527135933746221,141.74659064696485
2026-05-01 12:00:00,Ennore_Thermal_PS,13.206536,80.310603,62.759427522016544,42.95984327097987,20.377443600862605,14.907309390096854,154.31757569259096
2026-04-30 13:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,43.76900848150167,39.811499000508086,24.809111056343145,8.110204693244794,141.4304862243191
2026-04-30 14:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,55.585133652891486,42.74532751342551,24.97777740956148,9.943199943353385,159.23837580376207
2026-04-30 15:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,84.78148305750594,37.39403048947696,31.41982544312142,9.512828003465293,172.91131502155767
2026-04-30 16:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,44.261838648456276,41.76240916547216,22.61878289222413,11.120397780155153,146.01576254813594
2026-04-30 17:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,42.29486027093704,33.41273628975052,20.267469645149344,10.61692602995818,139.1507065979817
2026-04-30 18:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,53.667985498755364,45.27023481044612,19.02848740973174,15.561857893340568,166.63567004180737
2026-04-30 19:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,30.13746359511942,20.40491142669663,10.128972272999832,6.053725533744877,79.98680150873655
2026-04-30 20:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,25.854500372476668,19.175075876999205,8.950751445914095,7.372392042164125,78.66511083116657
2026-04-30 21:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,33.07256033214906,17.433278271362965,9.402252239950386,4.355921760175206,113.36306568833345
2026-04-30 22:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,40.610231763280474,21.86089011764149,11.4970821204168,6.202134130678867,82.7508310818539
2026-04-30 23:00:00,Ashok_Leyland_Ennore,13.211032,80.320505,34.10831888738648,16.005421442241506,13.028496360166569,5.991639647021684,77.702815954271
